moa,test_statistic.t,p_value
DOPAMINE-NOREPINEPHRINE REUPTAKE INHIBITOR,0.166464139934765,0.868229374281082
"BACTERIAL CELL WALL SYNTHESIS INHIBITOR, FUNGAL 1,3-BETA-D-GLUCAN SYNTHASE INHIBITOR",0.162443729238115,0.871809907391668
SR-BI INHIBITOR,0.16126201979547,0.872915641513021
NITRIC OXIDE PRODUCTION INHIBITOR,0.159879017660327,0.87371760029013
PEPTIDASE INHIBITOR,0.159005343546945,0.874513543825676
GLYCOLYSIS INHIBITOR,0.157865557842181,0.874985936452129
"LIKE (NRF2) ACTIVATOR, NUCLEAR FACTOR ERYTHROID DERIVED",0.152487950780788,0.878890250809792
ASPARTIC PROTEASE INHIBITOR,0.152399082802319,0.879802430056943
POLYNUCLEOTIDE KINASE/PHOSPHATASE INHIBITOR,0.151637111535961,0.880229448176212
TYROSINE HYDROXYLASE INHIBITOR,0.146128443948677,0.884263388048078
"ACAT INHIBITOR, STEROL REGULATORY ELEMENT BINDING PROTEIN (SREBP) INHIBITOR",0.134118740221395,0.893849026807637
ECDYSONE RECEPTOR MODULATOR,0.133456759280797,0.894803018634729
"ANTI-INFLAMMATORY AGENT, ANTIINFLAMMATORY AGENT",0.13279357207038,0.895264355643465
ALCOHOL DEHYDROGENASE INHIBITOR,0.131724252786156,0.895354674887397
NITRIC OXIDE SYNTHASE INHIBITOR,0.13062701035074,0.896104726811707
FOOD PRESERVATIVE,0.12968185750683,0.897432214989054
"DEHYDROGENASE INHIBITOR, INOSITOL MONOPHOSPHATASE INHIBITOR",0.128479157619483,0.898080860471497
SODIUM/CALCIUM EXCHANGE INHIBITOR,0.126419577528048,0.899640619845452
DNA DAMAGE INDUCER,0.122686980151738,0.903111013350423
GABA RECEPTOR INVERSE AGONIST,0.121870892479826,0.903127301911294
MACROPHAGE ACTIVATOR,0.117224184069872,0.907246499212848
GLUTAMATE RECEPTOR POSITIVE ALLOSTERIC MODULATOR,0.113554902817986,0.909626744879352
IMIDAZOLINE RECEPTOR LIGAND,0.111954791088401,0.911025092122814
RIPK INHIBITOR,0.105079244602801,0.916588925965571
PROTEIN TYROSINE KINASE INHIBITOR,0.101787165859139,0.918957562010948
DNA SYNTHESIS INHIBITOR,0.100773323568091,0.919755180150426
AKT INHIBITOR,0.100590905384243,0.919903033351835
"BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR, PPAR RECEPTOR AGONIST",0.0990091036733139,0.921656044696122
HEXOKINASE INHIBITOR,0.0984254104564037,0.921866145627865
SPHINGOSINE KINASE INHIBITOR,0.0956158559176269,0.923939919037701
GAT INHIBITOR,0.0944760262755337,0.925427975688163
CARBOXYPEPTIDASE INHIBITOR,0.0932189036429766,0.926175901802982
SERINE PROTEASE INHIBITOR,0.0916014623982452,0.927086561343443
ADENOSYLHOMOCYSTEINASE INHIBITOR,0.089999217412017,0.928888253117055
NEUROMUSCULAR BLOCKER,0.0877986800121445,0.930230905915873
MYELOID DIFFERENTIATION PRIMARY RESPONSE INHIBITOR,0.086046161686927,0.932188411255126
BOMBESIN RECEPTOR AGONIST,0.0858170423061345,0.93206577401502
ION CHANNEL ANTAGONIST,0.0835227051324611,0.933602087444791
VOLTAGE-GATED CALCIUM CHANNEL LIGAND,0.0828187611594709,0.93423513716172
CC CHEMOKINE RECEPTOR AGONIST,0.0826626031695811,0.934411300401008
DNA DEPENDENT PROTEIN KINASE INHIBITOR,0.0797307628649031,0.936543085976978
ADIPOSE TRIGLYCERIDE LIPASE INHIBITOR,0.0770699573338915,0.938958375910232
"EGFR INHIBITOR, PROTEIN TYROSINE KINASE INHIBITOR",0.074482659692506,0.940818696907681
LAXATIVE,0.0743895248270947,0.940788117758099
STEROL REGULATORY ELEMENT BINDING PROTEIN (SREBP) INHIBITOR,0.0666443843183228,0.947257722194524
ATPASE INHIBITOR,0.0643675251441204,0.948688443601019
"CALCIUM SENSITIZER, PHOSPHODIESTERASE INHIBITOR",0.0641124852911008,0.949198859438736
HIV INTEGRASE INHIBITOR,0.0595303279464252,0.952566101792234
KALLIKREIN INHIBITOR,0.0588285030178833,0.953450087134792
GONADOTROPIN RELEASING FACTOR HORMONE RECEPTOR AGONIST,0.0571014883454795,0.954514132631398
GROWTH HORMONE RELEASING FACTOR AGONIST,0.0539062360455869,0.957184646613858
"ANTIVIRAL, RNA SYNTHESIS INHIBITOR",0.0521647789514466,0.958695785999986
"ANDROGEN RECEPTOR AGONIST, CYTOCHROME P450 INHIBITOR",0.0513473507325378,0.959249530227535
GLP RECEPTOR AGONIST,0.0484035523240099,0.961478871394459
NOREPINEPHRINE TRANSPORTER INHIBITOR,0.0460537402485575,0.963397635373303
MER TYROSINE KINASE INHIBITOR,0.0460411568246795,0.963400855674783
PHOSPHOFRUCTOKINASE INHIBITOR,0.0401519626187562,0.968018049422167
GLUTAMATE RECEPTOR POTENTIATOR,0.0386604393343972,0.969301213026269
THROMBOXANE SYNTHASE INHIBITOR,0.036832626347573,0.970669107643928
NMDA RECEPTOR ANTAGONIST,0.0365671392443706,0.97093635097945
"CYTOCHROME P450 INHIBITOR, SIRT ACTIVATOR",0.0362545819169342,0.971275413305478
ANTINEOPLASTIC AGENT,0.031502541442284,0.974920564221363
SHIP1 PHOSPHATASE ACTIVATOR,0.0309732588243829,0.975501627475128
CATECHOL O METHYLTRANSFERASE INHIBITOR,0.0304357074612422,0.975745792018015
INSULIN SENSITIZER,0.0296279804349947,0.976408950146097
"CHITINASE INHIBITOR, NFKB PATHWAY INHIBITOR",0.0280628203396804,0.97776018215222
GUANYLATE CYCLASE STIMULANT,0.0259897834034086,0.979300473997611
"CYTOMEGALOVIRUS INHIBITOR, PROTEIN KINASE INHIBITOR",0.0243730161190493,0.980647352146758
CDC INHIBITOR,0.0235980515875186,0.981199373655055
ISOCITRATE DEHYDROGENASE INHIBITOR,0.0213805852745955,0.982960349142915
"ADENOSINE REUPTAKE INHIBITOR, PHOSPHODIESTERASE INHIBITOR",0.0213123054771202,0.983111443724689
WNT PATHWAY INHIBITOR,0.0161697405822639,0.987128951908265
PYRUVATE KINASE ISOZYME ACTIVATOR,0.0155464106294578,0.987634455865552
SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,0.0121572052235318,0.990329035702339
COSMETIC MOISTURIZER,0.00521518453995414,0.995864533529003
"GABA RECEPTOR ANTAGONIST, TP53 ACTIVATOR",0.00313158743427259,0.997514604798657
"ADRENERGIC INHIBITOR, NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI)",0.0028496248257534,0.997744988557623
"DOPAMINE RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",0.00134668644677452,0.998928465429857
GLUCOCORTICOID RECEPTOR AGONIST,-5.81349092005863,6.997182276967171e-9
VITAMIN D RECEPTOR AGONIST,-4.52158219696865,7.48234754642211e-6
MEK INHIBITOR,-4.1082827427972,4.30812692093738e-5
CALCINEURIN INHIBITOR,-3.40368229824623,7.88247994706789e-4
NEUROTENSIN RECEPTOR ANTAGONIST,-3.38440623905166,0.00101630038034414
PPAR RECEPTOR INVERSE AGONIST,-3.27636035424752,0.00227861141122664
POTASSIUM-COMPETITIVE ACID ANTAGONIST,-3.22298628309112,0.00245230114613142
GAMMA SECRETASE INHIBITOR,-3.20865819625068,0.00140584279869976
TIE TYROSINE KINASE INHIBITOR,-3.17549817248056,0.00274191366840139
FUNGAL SQUALENE EPOXIDASE INHIBITOR,-2.97792179517352,0.0032464079110301
"ADRENERGIC RECEPTOR ANTAGONIST, GLUTAMATE RECEPTOR ANTAGONIST",-2.90283746217773,0.00484178941424811
"HIV INTEGRASE INHIBITOR, LIPOXYGENASE INHIBITOR, NITRIC OXIDE PRODUCTION INHIBITOR, TUMOR NECROSIS FACTOR PRODUCTION INHIBITOR",-2.87306072050558,0.00628337188572209
ADRENERGIC RECEPTOR ANTAGONIST,-2.86090919269833,0.00424643267123085
ICAM1 EXPRESSION INHIBITOR,-2.83652355914819,0.00574805988400957
VOLTAGE-DEPENDENT ANION SELECTIVE CHANNEL PROTEIN INHIBITOR,-2.81036433260966,0.00819381422690653
NICOTINIC RECEPTOR AGONIST,-2.77163096286235,0.00590257866186442
UROTENSIN RECEPTOR AGONIST,-2.76377811507217,0.00993500502931109
"ADRENERGIC RECEPTOR AGONIST, CARBONIC ANHYDRASE ACTIVATOR, NEUROTRANSMITTER",-2.74614911027299,0.00979158905836413
"MEK INHIBITOR, RAF INHIBITOR",-2.69325683435951,0.00992686544502455
"CYCLOOXYGENASE INHIBITOR, LIPOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",-2.67035838597932,0.010960849939488
"MAP KINASE INHIBITOR, MEK INHIBITOR",-2.6518851006564,0.0106240379835655
HCV INHIBITOR,-2.62494556500798,0.00884639318784575
GLUTAMATE RECEPTOR AGONIST,-2.61170682722168,0.00912997075885126
RAF INHIBITOR,-2.55718634630282,0.0107196522633858
GROWTH FACTOR RECEPTOR ACTIVATOR,-2.52447459124547,0.0152320992855396
MANNOSIDASE INHIBITOR,-2.4619186150548,0.0185747334922444
C-FMS INHIBITOR,-2.43588416176262,0.0224204760210511
SECRETORY PHOSPHOLIPASE INHIBITOR,-2.40552532772432,0.020217893498662
ENDOCRINE DISRUPTOR,-2.40003419172437,0.0221502367668577
ELECTRON ACCEPTOR,-2.39420336716443,0.0214752420996731
"EUKARYOTIC TRANSLATION INITIATION FACTOR INHIBITOR, PERK INHIBITOR",-2.38088451977288,0.0213616862570001
DOPAMINE RECEPTOR ANTAGONIST,-2.36990620955089,0.0178548812475725
DOPAMINE PRECURSOR,-2.26247595830909,0.0308498149430255
"ALK TYROSINE KINASE RECEPTOR INHIBITOR, PROTO-ONCOGENE TYROSINE PROTEIN KINASE INHIBITOR",-2.2543359520404,0.028381890714975
ANALGESIC AGENT,-2.24786077471405,0.0249394342950776
SEROTONIN RECEPTOR AGONIST,-2.21926384681423,0.0265521840698225
RET TYROSINE KINASE INHIBITOR,-2.21802856761452,0.0289846827550882
PROSTAGLANDIN RECEPTOR AGONIST,-2.18447086814939,0.0308209177879383
"CANNABINOID RECEPTOR AGONIST, LIPOXYGENASE INHIBITOR",-2.17685876381937,0.0352074840526835
NEMATOCIDE,-2.17541125733786,0.032213256359143
ACETYLCHOLINE PRECURSOR,-2.16306864678022,0.0329258049022884
ANAPHYLATOXIN CHEMOTACTIC RECEPTOR ANTAGONIST,-2.14897913479248,0.0371661715619154
LIPASE CLEARING FACTOR INHIBITOR,-2.14730406609606,0.0346368432989444
"APOPTOSIS STIMULANT, RIBONUCLEOTIDE REDUCTASE INHIBITOR",-2.14623123168022,0.0367683601655481
PHOSPHOLIPASE ACTIVATOR,-2.11274285496674,0.0378532013811262
ADRENERGIC RECEPTOR AGONIST,-2.10020819070825,0.035779071680596
"ADRENERGIC RECEPTOR ANTAGONIST, CALCIUM CHANNEL BLOCKER",-2.09806262436781,0.0426761798743871
"COLLAGENASE INHIBITOR, METALLOPROTEINASE INHIBITOR",-2.08916287115919,0.0423697072555981
"NOCICEPTIN/ORPHANIN FQ RECEPTOR ANTAGONIST, OPIOID RECEPTOR ANTAGONIST",-2.05922806740146,0.0461553684891153
"IMMUNOSUPPRESSANT, INOSINE MONOPHOSPHATE DEHYDROGENASE INHIBITOR",-2.05457428236407,0.0465717609779599
ERK INHIBITOR,-2.00887506762534,0.0498398984998905
CATIONIC SURFACTANT,-2.00531639278485,0.0515550235797072
HISTONE ACETYLTRANSFERASE INHIBITOR,-2.00092627976507,0.0473477775515449
THYMIDINE PHOSPHORYLASE INHIBITOR,-2.00026562007927,0.0509532033842838
ALK INIHIBITOR,-1.99773582963696,0.0534489676709926
CENTROMERE ASSOCIATED PROTEIN INHIBITOR,-1.97716113594343,0.055346753315235
DIACYLGLYCEROL O ACYLTRANSFERASE INHIBITOR,-1.9417056246247,0.0535638957642131
DOPAMINE RECEPTOR AGONIST,-1.93891892935504,0.0526981217028605
SOMATOSTATIN RECEPTOR AGONIST,-1.93859266044388,0.0542918278425437
"ACETYLCHOLINESTERASE INHIBITOR, BETA AMYLOID SYNTHESIS INHIBITOR",-1.92796202047472,0.0615504442289714
PROSTANOID RECEPTOR ANTAGONIST,-1.91720252923324,0.0555657089466573
GABA AMINOTRANSFERASE INHIBITOR,-1.90399274345573,0.063084914841641
CELL CYCLE INHIBITOR,-1.90186689663984,0.0611486588214668
SIGMA RECEPTOR AGONIST,-1.89830012006458,0.0584606399941867
ALK TYROSINE KINASE RECEPTOR INHIBITOR,-1.89583200567574,0.05850165790893
MITOCHONDRIAL PERMEABILITY TRANSITION INHIBITOR,-1.88721312797226,0.0647153986770657
URICASE INHIBITOR,-1.8777191985366,0.0685213445966429
CFMS KINASE INHIBITOR,-1.8702013680227,0.0705457040703377
GLUCOSIDASE INHIBITOR,-1.86732811914461,0.0627415624081757
COLORING AGENT,-1.85945274052846,0.066622345923388
"CASEIN KINASE INHIBITOR, MAP KINASE INHIBITOR",-1.85085367423427,0.0753905419452839
"DNA SYNTHESIS INHIBITOR, PURINE ANTAGONIST",-1.84731321592167,0.0730553902237525
CHOLINERGIC RECEPTOR ANTAGONIST,-1.83767511801185,0.0665794773202443
ANTIAMYLOIDOGENIC AGENT,-1.83478850419546,0.0735848537885552
BETA GLUCURONIDASE INHIBITOR,-1.81417747321023,0.0728697566055741
NEURAMINIDASE INHIBITOR,-1.7899568666382,0.0754054947668321
HIV ATTACHMENT INHIBITOR,-1.78453507979487,0.0776215890666888
GABA AMINOTRANSFERASE ACTIVATOR,-1.77494826360859,0.0824922755034871
ACTIN RELATED PROTEIN INHIBITOR,-1.7711864604347,0.0859466777168965
"OPIOID ANTAGONIST, OPIOID RECEPTOR ANTAGONIST",-1.74369592207953,0.0887011536735362
IONOTROPIC RECEPTOR IR40A ACTIVATOR,-1.74121085229111,0.0882066813118034
DNA ALKYLATING AGENT,-1.74113512748474,0.0823089726564142
"IKK INHIBITOR, SYK INHIBITOR",-1.72865091845946,0.0913627285323025
PROSTACYCLIN ANALOG,-1.72507874233356,0.088324472494613
ACETYLCHOLINE RECEPTOR AGONIST,-1.72007972726103,0.0855949231573518
IGF-1 INHIBITOR,-1.71633795919814,0.0874703814908047
"GABA RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",-1.70805582869813,0.097380487731226
PHOSPHATE ANTAGONIST,-1.70293586175554,0.0964659915575668
SYK INHIBITOR,-1.69215947542794,0.0914599349472253
MINERALOCORTICOID RECEPTOR AGONIST,-1.68285109018969,0.0963349742437268
LIPOPROTEIN LIPASE ACTIVATOR,-1.68264007236429,0.095621219571359
ANTIPRURITIC,-1.67548990518138,0.100784794560824
"SRC INHIBITOR, SYK INHIBITOR",-1.6684481628727,0.10275823970014
CHOLINESTERASE REACTIVATOR,-1.66015702029372,0.10468349584269
"CYCLOOXYGENASE INHIBITOR, HISTONE ACETYLTRANSFERASE INHIBITOR, LIPOXYGENASE INHIBITOR, NFKB PATHWAY INHIBITOR",-1.65907843108302,0.103955963973782
PHOSPHATIDYL-INOSITOL ACTIVATOR,-1.65759512295085,0.108438659530441
GLI ANTAGONIST,-1.64536067720067,0.104154210804712
"ATP CHANNEL ACTIVATOR, POTASSIUM CHANNEL ACTIVATOR",-1.64275662567483,0.109220047339447
"PLATELET AGGREGATION INHIBITOR, STRUCTURAL GLYCOPROTEIN ANTAGONIST",-1.64044946865219,0.111328106873066
"SEROTONIN RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",-1.6306860054159,0.105392536968386
"ESTROGEN RECEPTOR AGONIST, GLUCOCORTICOID RECEPTOR ANTAGONIST, PROGESTERONE RECEPTOR AGONIST, PROGESTERONE RECEPTOR ANTAGONIST",-1.62944327672638,0.110416621991108
HISTAMINE RECEPTOR AGONIST,-1.62770392282777,0.104062161513532
CYTOCHROME P450 INHIBITOR,-1.6220709747503,0.105090441972745
OPIOID RECEPTOR AGONIST,-1.62139521909576,0.105267802956655
BETA AMYLOID SYNTHESIS INHIBITOR,-1.61534565330036,0.114731181525101
SURVIVIN INHIBITOR,-1.60925654439913,0.111727890591492
"INTERLEUKIN RECEPTOR ANTAGONIST, STAT INHIBITOR",-1.60508066046052,0.115371507634318
GAMMA HYDROXYBUTYRIC ACID LIGAND,-1.60361395608377,0.116389784384515
GABA RECEPTOR AGONIST,-1.59604201263704,0.112083522745579
ANTI-HCVE2,-1.59538783807733,0.118583970247104
NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,-1.58194509069422,0.114362708237298
"ABL KINASE INHIBITOR, SRC INHIBITOR, VEGFR INHIBITOR",-1.57169035716484,0.123189897196193
"DOPAMINE REUPTAKE INHIBITOR, SELECTIVE SEROTONIN REUPTAKE INHIBITOR (SSRI)",-1.5641972739541,0.127993822875245
"CHOLESTEROL INHIBITOR, LIPASE CLEARING FACTOR INHIBITOR",-1.56232847714698,0.124391270928753
"METHYLMALONYL COA MUTASE STIMULANT, VITAMIN B",-1.56188383987875,0.127357862913817
MUCOLYTIC AGENT,-1.55248062223836,0.12115885207617
"GLUTAMATE INHIBITOR, MACROPHAGE MIGRATION INHIBITING FACTOR INHIBITOR",-1.54352238466449,0.130672965706982
ANTIHYPERTENSIVE AGENT,-1.53989953475779,0.127904063635399
"NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), SEROTONINâNOREPINEPHRINE REUPTAKE INHIBITOR (SNRI)",-1.53606458352772,0.132275541942772
ORNITHINE DECARBOXYLASE INHIBITOR,-1.53047057415848,0.132660682394526
"DOPAMINE RECEPTOR AGONIST, SEROTONIN RECEPTOR AGONIST",-1.52968573773642,0.135356346908018
NERVE GROWTH FACTOR AGONIST,-1.52691989783332,0.130422369624559
TUMOR NECROSIS FACTOR RELEASE INHIBITOR,-1.52135720486291,0.131556982477151
CHOLESTERYL ESTER TRANSFER PROTEIN INHIBITOR,-1.51073411539692,0.13266373982151
CHOLINERGIC RECEPTOR AGONIST,-1.51033778540602,0.132581561111353
SEROTONIN TRANSPORTER (SERT) INHIBITOR,-1.50613769981396,0.135642161691769
ATHEROGENESIS INHIBITOR,-1.49988292950117,0.144505872935624
RECEPTOR TYROSINE PROTEIN KINASE INHIBITOR,-1.49958968885451,0.134818906801251
"MITOCHONDRIAL NA+/CA2+ EXCHANGER ANTAGONIST, SODIUM/CALCIUM EXCHANGE INHIBITOR",-1.47445121106016,0.151342458532638
ANXIOLYTIC,-1.46764945127258,0.147430309841084
"DNA REPLICATION INHIBITOR, NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR",-1.46126372285481,0.151455420085614
DIPEPTIDYL PEPTIDASE INHIBITOR,-1.45387235939776,0.146408509551505
THYROID HORMONE INHIBITOR,-1.45321141126848,0.15367323842118
PROTEASE-ACTIVATED RECEPTOR INHIBITOR,-1.45259656536852,0.154453013474199
L-TYPE CALCIUM CHANNEL ACTIVATOR,-1.44546429850349,0.156262673457103
SULFONYLUREA,-1.41675217526373,0.160328364640492
CHLORIDE CHANNEL BLOCKER,-1.41467360042789,0.158768151026383
ANTIRETROVIRAL,-1.40592878237187,0.167915491632002
"CDK INHIBITOR, CHK INHIBITOR, PKC INHIBITOR",-1.40302338694843,0.167706901360999
NOREPINEPHRINE PRECURSOR,-1.39683866004363,0.171143557100453
GROWTH FACTOR RECEPTOR INHIBITOR,-1.39440008921621,0.170379651667025
GABA BENZODIAZEPINE SITE RECEPTOR AGONIST,-1.39392303486132,0.165074197878422
"FGFR INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RAF INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",-1.38834661735619,0.174060017182636
L3MBTL ANTAGONIST,-1.38685499140737,0.17048503103934
SEROTONIN REUPTAKE INHIBITOR,-1.38475975052768,0.170909632421432
MELATONIN RECEPTOR AGONIST,-1.38063676202098,0.168413914921495
IRE1 INHIBITOR,-1.37846348226384,0.176955977093877
"GLUCOCORTICOID RECEPTOR AGONIST, IMMUNOSUPPRESSANT",-1.36914351615053,0.179332344637807
BREAST CANCER RESISTANCE PROTEIN INHIBITOR,-1.36836621772721,0.174384157689139
TISSUE TRANSGLUTAMINASE INHIBITOR,-1.36829675516162,0.17361595986966
"RNA SYNTHESIS INHIBITOR, TOPOISOMERASE INHIBITOR",-1.36721163525245,0.174994501423067
MELANOCORTIN RECEPTOR AGONIST,-1.36357305034426,0.174271324500157
INOSITOL MONOPHOSPHATASE INHIBITOR,-1.35824144481827,0.178007769410473
SODIUM CHANNEL ACTIVATOR,-1.35520945647645,0.184959162590242
CALCITONIN AGONIST,-1.34419491102505,0.186719587207906
"DNA SYNTHESIS INHIBITOR, THYMIDYLATE SYNTHASE INHIBITOR",-1.34137652766426,0.183835602176295
FORMYL PEPTIDE RECEPTOR AGONIST,-1.33968844970295,0.191043254431432
GROWTH HORMONE RELEASING PEPTIDE LIGAND AGONIST,-1.33957970298578,0.189418564621882
"TOLL-LIKE RECEPTOR ANTAGONIST, TOLL-LIKE RECEPTOR INHIBITOR",-1.33300341278368,0.19023204074343
"ADRENERGIC RECEPTOR ANTAGONIST, PROLACTIN INHIBITOR",-1.32327234711047,0.192844929689759
GLUTAMATE RECEPTOR ANTAGONIST,-1.32323156159209,0.18584583297915
MELANOCYTE-STIMULATING HORMONE RELEASE INHIBITOR,-1.32018458213249,0.193408253291559
ANGIOTENSIN RECEPTOR AGONIST,-1.31812839357948,0.189855105962414
"HISTAMINE RECEPTOR AGONIST, LEUKOTRIENE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR",-1.31783714455239,0.194118293999059
DOPAMINE RECEPTOR LIGAND,-1.31667933945712,0.191749090531518
"ATP CHANNEL BLOCKER, INSULIN SECRETAGOGUE",-1.31411574630145,0.196319697810234
WDR5/MLL INTERACTION INHIBITOR,-1.31358578928002,0.192684127266833
DNA POLYMERASE INHIBITOR,-1.31149175196079,0.190114221727024
FUNGAL LANOSTEROL DEMETHYLASE INHIBITOR,-1.31044017774592,0.194040481925354
"VITAMIN B, VITAMIN B2",-1.30455989795152,0.198227296178637
SUPEROXIDE DISMUTASE INHIBITOR,-1.30299928219736,0.201177438326346
IAP ANTAGONIST,-1.29281483606399,0.201946347996568
ADENYLYL CYCLASE ACTIVATOR,-1.29150097849436,0.198822274367662
"INSULIN SENSITIZER, PPAR RECEPTOR PARTIAL AGONIST",-1.29112851666632,0.203564568415581
TRIACYLGLYCEROL LIPASE INHIBITOR,-1.27569052129235,0.210986964021526
BENZODIAZEPINE RECEPTOR LIGAND,-1.27360987432949,0.206136924574883
ACETYLCHOLINE RECEPTOR ANTAGONIST,-1.27351667957845,0.2029222792823
"GLUTAMATE RECEPTOR ANTAGONIST, GLUTAMINASE INHIBITOR",-1.26319779550524,0.212431803038981
ALPHA MANNOSIDASE INHIBITOR,-1.26119044839059,0.210766186215823
"L-TYPE CALCIUM CHANNEL ACTIVATOR, L-TYPE CALCIUM CHANNEL BLOCKER",-1.25820517219375,0.215535946544913
ENZYME INDUCER,-1.25118739797853,0.214888003634603
PHOSPHODIESTERASE INHIBITOR,-1.2500252779313,0.211384881194397
ABL KINASE INHIBITOR,-1.24705398579522,0.221535845539842
ANDROGEN RECEPTOR ANTAGONIST,-1.2405685302765,0.215218513971929
"BENZODIAZEPINE RECEPTOR AGONIST, HDAC INHIBITOR",-1.23987195317544,0.221433185400822
"TOPICAL SUNSCREEN AGENT, UV BLOCKER",-1.23874195227788,0.223331676062932
"SEROTONIN RECEPTOR ANTAGONIST, SODIUM CHANNEL BLOCKER",-1.23804769474921,0.221536906910618
"CDK INHIBITOR, CELL CYCLE INHIBITOR, MCL1 INHIBITOR",-1.23727097698385,0.224519099646818
"CORTICOSTEROID RELEASING FACTOR RECEPTOR ANTAGONIST, CORTICOTROPIN RELEASING FACTOR RECEPTOR ANTAGONIST",-1.2344168162269,0.22031721156009
"GLUCOCORTICOID RECEPTOR AGONIST, PHOSPHOLIPASE INHIBITOR",-1.23263939799121,0.225153820505275
HEPATOCYTE GROWTH FACTOR RECEPTOR INHIBITOR,-1.23236995359417,0.22201614753594
GLUCOKINASE INHIBITOR,-1.23116091472206,0.223721911494868
POLYPEPTIDE SYNTHESIS INHIBITOR,-1.2280146157833,0.226943382714336
GLYCOSYLATION INHIBITOR,-1.22550329856386,0.226651920288863
HEPATOCYTE FUNCTION ENHANCER,-1.20702713180537,0.230352635426113
BACTERIAL CELL WALL SYNTHESIS INHIBITOR,-1.19966665555178,0.230354686061754
COLLAGENASE INHIBITOR,-1.18891520175827,0.240213651401789
"ALK TYROSINE KINASE RECEPTOR INHIBITOR, EGFR INHIBITOR",-1.18806364594575,0.243628956142982
MOTILIN RECEPTOR AGONIST,-1.18677030883599,0.242048689919746
FREE RADICAL SCAVENGER,-1.18396324003054,0.237101547866131
HYPOXIA INDUCIBLE FACTOR PROLYL HYDROXYLASE INHIBITOR,-1.17966068138332,0.23934466838048
PROSTANOID RECEPTOR AGONIST,-1.17730033341372,0.239789163362952
UREASE INHIBITOR,-1.17541843716949,0.242210277615088
"ADRENERGIC RECEPTOR AGONIST, ADRENERGIC RECEPTOR ANTAGONIST",-1.16872576340258,0.252349394846922
"EGFR INHIBITOR, JAK INHIBITOR",-1.16489037654966,0.249428649946865
"HAEMOSTATIC AGENT, HEMOSTATIC AGENT",-1.1609279158244,0.252844798524417
ADENOSINE REUPTAKE INHIBITOR,-1.16039502048861,0.254057142817306
PROTEIN PHOSPHATASE INHIBITOR,-1.15943560795585,0.248404879757688
HISTAMINE RECEPTOR MODULATOR,-1.15381628064166,0.250999883789194
PROTEASOME INHIBITOR,-1.15323376587923,0.249482226930031
MYORELAXANT,-1.15024850927309,0.256720133983969
EXPORTIN ANTAGONIST,-1.14714029246698,0.252992617609136
HIV GAG INHIBITOR,-1.14508408548844,0.259042692025635
CHOLINESTERASE INHIBITOR,-1.14380860098087,0.253570656322911
INTERFERON INDUCER,-1.14280281719047,0.255217602993255
PROTEIN SYNTHESIS STIMULANT,-1.13841636284323,0.256464115309788
"HAEMOGLOBIN OXYGEN RELEASE STIMULANT, HEMOGLOBIN OXYGEN RELEASE STIMULANT",-1.12795537460986,0.267269851814439
"NAD PRECURSOR, VITAMIN B",-1.12679952900623,0.266209202184946
"INSULIN SENSITIZER, PPAR RECEPTOR AGONIST",-1.11426484818646,0.266622426956709
BETA AMYLOID ANTAGONIST,-1.11006864290916,0.276063635913646
TGF BETA RECEPTOR INHIBITOR,-1.10746730002005,0.268580044908522
ADENOSINE RECEPTOR AGONIST,-1.1060671593282,0.268980687190966
"EGFR INHIBITOR, VEGFR INHIBITOR",-1.10447220877089,0.271978803881592
LIM KINASE INHIBITOR,-1.10264525903445,0.273878146221308
FATTY ACID HYDROLASE INHIBITOR,-1.10162344142324,0.276136665830176
PANIPENEM UPTAKE INHIBITOR,-1.10030021203315,0.277176028808241
"AXL KINASE INHIBITOR, C-MET INHIBITOR, FLT3 INHIBITOR, HEPATOCYTE GROWTH FACTOR RECEPTOR INHIBITOR, MACROPHAGE MIGRATION INHIBITING FACTOR INHIBITOR, TYROSINE KINASE INHIBITOR",-1.1001177570086,0.279090904152776
CARDIAC MYOSIN ACTIVATOR,-1.09315449799982,0.279878505938826
NEUROPEPTIDE RECEPTOR ANTAGONIST,-1.09067703693082,0.27599155538398
"AKT INHIBITOR, MTOR INHIBITOR",-1.09054366484107,0.281405183759395
