moa,test_statistic,p_value
PROTEIN ARGININE N-METHYLTRANSFERASE INHIBITOR,0.24520094919569102,0.8064564160389766
APOPTOSIS INHIBITOR,0.24308552747840517,0.8082769549283837
RADICAL FORMATION STIMULANT,0.24195357061670886,0.8101431729372536
DYRK INHIBITOR,0.2384172138678842,0.8122376115023694
NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,0.23583408423689559,0.8137219719562039
RENIN INHIBITOR,0.23580732663563037,0.8141217533760967
DOPAMINE RECEPTOR MODULATOR,0.2331326814339327,0.8169351988569792
HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,0.2301006510157447,0.8180568751938281
GLUTAMINASE INHIBITOR,0.22538757323466085,0.8237057870892235
"CDK INHIBITOR, GROWTH FACTOR RECEPTOR INHIBITOR",0.21912825903353708,0.8274468883839389
"ARYL HYDROCARBON RECEPTOR AGONIST, INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",0.21569632837104072,0.830753680816028
ANTI-INFLAMMATORY AGENT,0.20999896507419963,0.833708853754329
RHO ASSOCIATED KINASE INHIBITOR,0.20925345316511368,0.8343306082566074
"AURORA KINASE INHIBITOR, BCR-ABL KINASE INHIBITOR, FLT3 INHIBITOR, JAK INHIBITOR",0.20798840361357387,0.8362416088030628
ANTIDEPRESSANT,0.19628825875210607,0.84527692054639
CASPASE ACTIVATOR,0.19553904181028423,0.8452065109086335
MRE11A EXONUCLEASE INHIBITOR,0.19254122394503168,0.8483834470875198
"CARBONIC ANHYDRASE INHIBITOR, GLUTAMATE RECEPTOR ANTAGONIST, KAINATE RECEPTOR ANTAGONIST",0.18952172414298707,0.8508636095725763
PHOTOSENSITIZING AGENT,0.1840755375943829,0.8544500506046211
TRPV AGONIST,0.18048123436060717,0.8569091080462403
THYMIDYLATE SYNTHASE INHIBITOR,0.17588085372472034,0.8605134379589248
SMOOTHENED RECEPTOR ANTAGONIST,0.17075349788016206,0.8645391258418428
IKK INHIBITOR,0.16968036811353887,0.865408212435977
DOPAMINE-NOREPINEPHRINE REUPTAKE INHIBITOR,0.16646413993476367,0.8682293742810825
"BACTERIAL CELL WALL SYNTHESIS INHIBITOR, FUNGAL 1,3-BETA-D-GLUCAN SYNTHASE INHIBITOR",0.16244372923811487,0.8718099073916673
SR-BI INHIBITOR,0.16126201979547025,0.8729156415130208
NITRIC OXIDE PRODUCTION INHIBITOR,0.15987901766032675,0.8737176002901302
PEPTIDASE INHIBITOR,0.15900534354694557,0.8745135438256758
GLYCOLYSIS INHIBITOR,0.15786555784218062,0.8749859364521293
"LIKE (NRF2) ACTIVATOR, NUCLEAR FACTOR ERYTHROID DERIVED",0.15248795078078758,0.8788902508097918
ASPARTIC PROTEASE INHIBITOR,0.15239908280231873,0.8798024300569431
POLYNUCLEOTIDE KINASE/PHOSPHATASE INHIBITOR,0.15163711153596135,0.8802294481762113
TYROSINE HYDROXYLASE INHIBITOR,0.146128443948677,0.8842633880480781
"ACAT INHIBITOR, STEROL REGULATORY ELEMENT BINDING PROTEIN (SREBP) INHIBITOR",0.13411874022139492,0.8938490268076362
ECDYSONE RECEPTOR MODULATOR,0.13345675928079706,0.8948030186347296
"ANTI-INFLAMMATORY AGENT, ANTIINFLAMMATORY AGENT",0.13279357207038023,0.8952643556434655
ALCOHOL DEHYDROGENASE INHIBITOR,0.1317242527861553,0.895354674887398
NITRIC OXIDE SYNTHASE INHIBITOR,0.13062701035074095,0.8961047268117064
FOOD PRESERVATIVE,0.12968185750682998,0.8974322149890543
"DEHYDROGENASE INHIBITOR, INOSITOL MONOPHOSPHATASE INHIBITOR",0.128479157619482,0.8980808604714976
SODIUM/CALCIUM EXCHANGE INHIBITOR,0.1264195775280477,0.899640619845453
DNA DAMAGE INDUCER,0.12268698015173825,0.9031110133504237
GABA RECEPTOR INVERSE AGONIST,0.12187089247982626,0.9031273019112935
MACROPHAGE ACTIVATOR,0.11722418406987196,0.907246499212848
GLUTAMATE RECEPTOR POSITIVE ALLOSTERIC MODULATOR,0.11355490281798705,0.9096267448793511
IMIDAZOLINE RECEPTOR LIGAND,0.11195479108840117,0.9110250921228142
RIPK INHIBITOR,0.10507924460280159,0.9165889259655704
PROTEIN TYROSINE KINASE INHIBITOR,0.1017871658591402,0.9189575620109471
DNA SYNTHESIS INHIBITOR,0.10077332356809156,0.9197551801504251
AKT INHIBITOR,0.10059090538424267,0.9199030333518354
"BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR, PPAR RECEPTOR AGONIST",0.09900910367331389,0.921656044696122
HEXOKINASE INHIBITOR,0.09842541045640506,0.9218661456278637
SPHINGOSINE KINASE INHIBITOR,0.09561585591762795,0.9239399190377005
GAT INHIBITOR,0.0944760262755335,0.9254279756881633
CARBOXYPEPTIDASE INHIBITOR,0.0932189036429762,0.9261759018029826
SERINE PROTEASE INHIBITOR,0.0916014623982447,0.9270865613434435
ADENOSYLHOMOCYSTEINASE INHIBITOR,0.08999921741201651,0.9288882531170553
NEUROMUSCULAR BLOCKER,0.08779868001214472,0.9302309059158731
MYELOID DIFFERENTIATION PRIMARY RESPONSE INHIBITOR,0.08604616168692727,0.9321884112551257
BOMBESIN RECEPTOR AGONIST,0.08581704230613404,0.9320657740150209
ION CHANNEL ANTAGONIST,0.08352270513246123,0.9336020874447909
VOLTAGE-GATED CALCIUM CHANNEL LIGAND,0.08281876115947069,0.9342351371617204
CC CHEMOKINE RECEPTOR AGONIST,0.08266260316958106,0.9344113004010083
DNA DEPENDENT PROTEIN KINASE INHIBITOR,0.07973076286490176,0.9365430859769786
ADIPOSE TRIGLYCERIDE LIPASE INHIBITOR,0.07706995733389152,0.9389583759102316
"EGFR INHIBITOR, PROTEIN TYROSINE KINASE INHIBITOR",0.07448265969250654,0.9408186969076803
LAXATIVE,0.07438952482709471,0.9407881177580992
STEROL REGULATORY ELEMENT BINDING PROTEIN (SREBP) INHIBITOR,0.06664438431832283,0.9472577221945238
ATPASE INHIBITOR,0.06436752514412038,0.9486884436010186
"CALCIUM SENSITIZER, PHOSPHODIESTERASE INHIBITOR",0.06411248529110129,0.9491988594387355
HIV INTEGRASE INHIBITOR,0.05953032794642615,0.9525661017922337
KALLIKREIN INHIBITOR,0.058828503017883546,0.953450087134792
GONADOTROPIN RELEASING FACTOR HORMONE RECEPTOR AGONIST,0.05710148834547978,0.9545141326313975
GROWTH HORMONE RELEASING FACTOR AGONIST,0.05390623604558554,0.9571846466138589
"ANTIVIRAL, RNA SYNTHESIS INHIBITOR",0.05216477895144608,0.9586957859999861
"ANDROGEN RECEPTOR AGONIST, CYTOCHROME P450 INHIBITOR",0.051347350732537524,0.9592495302275352
GLP RECEPTOR AGONIST,0.04840355232400954,0.9614788713944594
NOREPINEPHRINE TRANSPORTER INHIBITOR,0.04605374024855643,0.963397635373304
MER TYROSINE KINASE INHIBITOR,0.046041156824678735,0.9634008556747835
PHOSPHOFRUCTOKINASE INHIBITOR,0.040151962618755664,0.968018049422167
GLUTAMATE RECEPTOR POTENTIATOR,0.03866043933439714,0.9693012130262688
THROMBOXANE SYNTHASE INHIBITOR,0.036832626347571944,0.9706691076439287
NMDA RECEPTOR ANTAGONIST,0.03656713924437075,0.9709363509794495
"CYTOCHROME P450 INHIBITOR, SIRT ACTIVATOR",0.03625458191693397,0.9712754133054782
ANTINEOPLASTIC AGENT,0.031502541442282726,0.9749205642213641
SHIP1 PHOSPHATASE ACTIVATOR,0.030973258824382937,0.9755016274751284
CATECHOL O METHYLTRANSFERASE INHIBITOR,0.030435707461241863,0.9757457920180157
INSULIN SENSITIZER,0.029627980434994757,0.9764089501460966
"CHITINASE INHIBITOR, NFKB PATHWAY INHIBITOR",0.028062820339680446,0.9777601821522198
GUANYLATE CYCLASE STIMULANT,0.025989783403409312,0.9793004739976107
"CYTOMEGALOVIRUS INHIBITOR, PROTEIN KINASE INHIBITOR",0.024373016119049344,0.9806473521467582
CDC INHIBITOR,0.023598051587519424,0.981199373655054
ISOCITRATE DEHYDROGENASE INHIBITOR,0.0213805852745953,0.9829603491429153
"ADENOSINE REUPTAKE INHIBITOR, PHOSPHODIESTERASE INHIBITOR",0.021312305477119244,0.9831114437246893
WNT PATHWAY INHIBITOR,0.016169740582262424,0.9871289519082662
PYRUVATE KINASE ISOZYME ACTIVATOR,0.01554641062945766,0.9876344558655523
SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,0.012157205223531812,0.9903290357023389
COSMETIC MOISTURIZER,0.005215184539954172,0.9958645335290031
"GABA RECEPTOR ANTAGONIST, TP53 ACTIVATOR",0.003131587434272823,0.997514604798657
"ADRENERGIC INHIBITOR, NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI)",0.002849624825753431,0.9977449885576233
"DOPAMINE RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",0.0013466864467739207,0.9989284654298571
CYTOCHROME C RELEASE INHIBITOR,-0.00298062170271716,0.9976378567936928
NORADRENALINE UPTAKE INHIBITOR,-0.003462127035179108,0.9972572258745145
THYROID PEROXIDASE INHIBITOR,-0.0037304341201695314,0.9970443190883707
CALCIUM RECEPTOR ANTAGONIST,-0.006705392419676433,0.994669506422081
G PROTEIN-COUPLED RECEPTOR ANTAGONIST,-0.010356816946560056,0.9917505279028904
"ADRENERGIC RECEPTOR ANTAGONIST, DOPAMINE RECEPTOR ANTAGONIST",-0.011708200530763577,0.9907417987206331
"ANTI-INFLAMMATORY AGENT, INTERLEUKIN INHIBITOR",-0.012547626670556424,0.990062971104997
CD ANTAGONIST,-0.013044707317352236,0.9896486363646028
DEHYDROGENASE INHIBITOR,-0.013432416995416975,0.9893113003657059
"CYCLOOXYGENASE INHIBITOR, GLUTATHIONE PEROXIDASE AGONIST, H+/K+-ATPASE INHIBITOR, NITRIC OXIDE SYNTHASE INHIBITOR",-0.015967400055250082,0.9873495013437001
DOPAMINE UPTAKE INHIBITOR,-0.0168338461010187,0.9866183282175598
NOREPINEPHRINE REPUTAKE INHIBITOR,-0.018087765760613793,0.9855995953183847
"CYTOCHROME P450 INHIBITOR, PHOSPHODIESTERASE INHIBITOR",-0.018164933755983485,0.9856229062024102
NITRIC OXIDE PRECURSOR,-0.019571166026288507,0.98447254302704
GABA RECEPTOR MODULATOR,-0.01965984917392285,0.9843206221831504
"FAAH INHIBITOR, FAAH REUPTAKE INHIBITOR",-0.020959141731975113,0.9833983066302721
GABA BENZODIAZEPINE SITE RECEPTOR PARTIAL AGONIST,-0.024496646694721926,0.9806082955059767
"ANGIOGENESIS INHIBITOR, APOPTOSIS STIMULANT",-0.025071502654507586,0.9801016369030695
"DNA METHYLASE INHIBITOR, PROTEIN SYNTHESIS INHIBITOR",-0.03364614571918472,0.9733758172830884
STEROID,-0.03738935795797444,0.9701998489331746
"RAF INHIBITOR, VEGFR INHIBITOR",-0.0389683298643026,0.9690947653387949
HEC1 INHIBITOR,-0.03984365086359658,0.9684141145858687
GLYCOSYLATED PROTEIN PRECURSOR,-0.04136086246453965,0.967185140394129
LYSOPHOSPHATIDIC ACID RECEPTOR ANTAGONIST,-0.04230997945328273,0.9662882915543337
"CDK INHIBITOR, TYROSINE KINASE INHIBITOR",-0.043322597596904516,0.9657491940297693
"LIPOTROPIC, MUCOLYTIC AGENT",-0.05145477800049981,0.9593183900530814
STERYL SULFATASE INHIBITOR,-0.052700229882071334,0.9581960489409423
PKA ACTIVATOR,-0.052838556698056205,0.9579469391750939
"ADENOSINE DEAMINASE INHIBITOR, RIBONUCLEOTIDE REDUCTASE INHIBITOR",-0.055816025896643424,0.9556147938738399
CALCIUM-ACTIVATED POTASSIUM CHANNEL MODULATOR,-0.058069295566375426,0.9542096409880054
ANTIHISTAMINE,-0.0594086880729749,0.9526625973375276
"CDK INHIBITOR, FLT3 INHIBITOR, JAK INHIBITOR",-0.06164906206663155,0.9510995846043249
KAINATE RECEPTOR ANTAGONIST,-0.06988951647304993,0.9444604038464595
VITAMIN B,-0.07234984933685894,0.9423805928213065
N-TYPE CALCIUM CHANNEL BLOCKER,-0.07391834213167428,0.9413936087506948
THROMBOPOIETIN RECEPTOR AGONIST,-0.0739442185929597,0.9411673614939526
PARP INHIBITOR,-0.07543890426851596,0.9398805694562762
HEMOZOIN BIOCRYSTALLIZATION INHIBITOR,-0.07674039629348609,0.939166044145324
OMEGA 3 FATTY ACID STIMULANT,-0.0791056407524524,0.9371454080104347
CREATINE KINASE SUBSTRATE,-0.07987687409471178,0.9367006052445055
PYRUVATE DEHYDROGENASE INHIBITOR,-0.08087765902703689,0.9359284633479441
ELASTASE INHIBITOR,-0.08673282553811804,0.9309947455700422
"ANDROGEN RECEPTOR AGONIST, ESTROGEN RECEPTOR AGONIST, PROGESTERONE RECEPTOR AGONIST",-0.08710499786445272,0.9310915344651092
"GLUTAMATE RECEPTOR ALLOSTERIC LIGAND, GLUTAMATE RECEPTOR MODULATOR",-0.08817443137139333,0.930387821246395
M2 CHANNEL BLOCKER,-0.0899929336110607,0.9286557363173489
ESTROGEN-RELATED RECEPTOR AGONIST,-0.09113564704166277,0.9277336817165183
IONOTROPIC GLUTAMATE RECEPTOR AGONIST,-0.09283301992089384,0.9266196745065076
"FAAH INHIBITOR, MONOACYLGLYCEROL LIPASE INHIBITOR",-0.09728737697947279,0.9233532371330756
ANTIBACTERIAL AGENT,-0.10494682845959429,0.916883807857987
"ADRENERGIC RECEPTOR AGONIST, SEROTONIN RECEPTOR AGONIST",-0.10650932255406871,0.9154535335537716
"ANTIMALARIAL AGENT, DNA INHIBITOR",-0.10804037837287458,0.9145955409680055
ELECTROLYTE REABSORPTION INHIBITOR,-0.10918853381303138,0.9135720019140543
ERK1 AND ERK2 PHOSPHORYLATION INHIBITOR,-0.11389657768379859,0.9095367889032918
SUPEROXIDE DISMUTASE MIMETIC,-0.11503167164957014,0.9089368253717672
MET INHIBITOR,-0.11582047507205685,0.9079337222578173
"BCR-ABL KINASE INHIBITOR, LYN TYROSINE KINASE INHIBITOR",-0.11600437584253352,0.908201703801909
KYNURENINE 3-MONOOXYGENASE INHIBITOR,-0.11798570113075615,0.9068327060135077
FERROPTOSIS INHIBITOR,-0.11934499781173419,0.9055733557313252
FREE FATTY ACID RECEPTOR ANTAGONIST,-0.12018310348223396,0.9046887428877748
KDM2A INHIBITOR,-0.12220200881800615,0.9034193451896406
"GABA RECEPTOR ANTAGONIST, GABA RECEPTOR MODULATOR",-0.12246013125150833,0.9032749508980924
VITAMIN K,-0.12414989544264837,0.901798106293389
OREXIN RECEPTOR ANTAGONIST,-0.1260391705728471,0.8997483019714174
SIRT INHIBITOR,-0.1263683318516189,0.8996228164131743
"DNA DIRECTED DNA POLYMERASE INHIBITOR, DNA SYNTHESIS INHIBITOR",-0.12707909956228805,0.899187140862731
"AKT INHIBITOR, PYRUVATE DEHYDROGENASE INHIBITOR",-0.1295489832444298,0.8976002546130808
"GLUCOCORTICOID RECEPTOR ANTAGONIST, PROGESTERONE RECEPTOR ANTAGONIST",-0.13315842541004178,0.8943641850011448
PROTON PUMP INHIBITOR,-0.14239084247835843,0.8869460780220056
CYCLIC GMP-AMP SYNTHASE INHIBITOR,-0.1437247106758021,0.886567290183617
"NOREPINEPHRINE INHIBITOR, NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN RECEPTOR ANTAGONIST, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), SEROTONINâNOREPINEPHRINE REUPTAKE INHIBITOR (SNRI)",-0.14735900832238893,0.8837578495428586
AMPK ACTIVATOR,-0.15535772486688781,0.8767140160055333
CATHEPSIN INHIBITOR,-0.15655210001384565,0.8757081967119689
"ESTROGEN RECEPTOR AGONIST, ESTROGENIC HORMONE",-0.1567610717716151,0.8757211502360727
GLUTAMATE RECEPTOR DOWNREGULATOR,-0.15964290011797067,0.8740326507968601
"ADRENERGIC RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST, SEROTONIN REUPTAKE INHIBITOR",-0.15976169490610453,0.8736792082889033
DNA INHIBITOR,-0.16350129923113488,0.8701711812121494
"LEUKOTRIENE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR",-0.16383132931333405,0.8706355332063771
LIPOXYGENASE INHIBITOR,-0.16626306894302856,0.8680113604047295
"NOREPINEPHRINE REPUTAKE INHIBITOR, TRICYCLIC ANTIDEPRESSANT",-0.16662820604781492,0.8680121258974407
ANGIOTENSIN RECEPTOR ANTAGONIST,-0.16755885730651554,0.8669795342191234
SEROTONIN RECEPTOR INVERSE AGONIST,-0.1690463708075183,0.866078411150256
"DOPAMINE RECEPTOR MODULATOR, SEROTONIN RECEPTOR ANTAGONIST",-0.1733622712221297,0.8635875560926541
"ABL KINASE INHIBITOR, BCR-ABL KINASE INHIBITOR, SRC INHIBITOR",-0.17401438767874614,0.8628281641026065
SPLEEN ASSOCIATED TYROSINE KINASE INHIBITOR,-0.1747363903053479,0.8620294675015489
"ACETYLCHOLINE RECEPTOR ANTAGONIST, ADRENERGIC RECEPTOR AGONIST",-0.17986688108696236,0.8582994135270583
NITRIC OXIDE STIMULANT,-0.18563011770191679,0.853020201480678
LACTATE DEHYDROGENASE INHIBITOR,-0.18594523263585128,0.8530090421652288
"EGFR INHIBITOR, PKC INHIBITOR",-0.18885546745987097,0.8510413720690975
"CHELATING AGENT, INSULIN SENSITIZER",-0.1895526228022316,0.8501458193442314
CHOLESTEROL INHIBITOR,-0.19047482450600928,0.8490704377930618
CALCIUM SENSITIZER,-0.1914287241365253,0.8487365318043045
CASPASE INHIBITOR,-0.19603908896984018,0.8449130794166326
CATALASE STIMULANT,-0.19847165194197117,0.8433544451320972
RESPIRATORY STIMULANT,-0.1985741632559052,0.8436017322620586
PYRUVATE DEHYDROGENASE KINASE INHIBITOR,-0.20064217953949942,0.841384583233851
HYDANTOIN ANTIEPILEPTIC,-0.20212894896397435,0.8401371387985542
"SRC INHIBITOR, VEGFR INHIBITOR",-0.2045714894826053,0.8383694784157028
DNA DIRECTED DNA POLYMERASE INHIBITOR,-0.20887854538380474,0.8349571619111268
DIHYDROOROTATE DEHYDROGENASE INHIBITOR,-0.20929381068777808,0.8343950328773637
CHELATING AGENT,-0.20993183945279648,0.8337874090173826
CHEMORECEPTOR AGONIST,-0.21075890379469678,0.8339373669251687
NTPDASE INHIBITOR,-0.2140572630456032,0.831518019698447
PROTEIN TYROSINE KINASE ACTIVATOR,-0.21610292682203214,0.8300756383203474
LYMPHOCYTE INHIBITOR,-0.22222098416683353,0.8252110135892099
ANTIARRHYTHMIC,-0.2232521505282489,0.8236562947393539
INTERMEDIATE CONDUCTANCE POTASSIUM CHANNEL BLOCKER,-0.22428450012266035,0.8235554179992587
ATP CITRASE LYASE INHIBITOR,-0.22830901926061342,0.8203809897243058
MUSCLE RELAXANT,-0.22876376626105252,0.8191858074286185
CHONDROCYTE DIFFERENTIATION STIMULATOR,-0.22931366950315665,0.8198932530763653
"SODIUM/HYDROGEN EXCHANGER INHIBITOR, TRANSIENT RECEPTOR POTENTIAL POLYCYSTIC INHIBITOR",-0.22959188285718515,0.819906433230966
PPAR RECEPTOR AGONIST,-0.23127067844736915,0.8171485236528311
CYTOCHROME P450 MODULATOR,-0.23286653442154412,0.8172434352450979
"IP1 PROSTACYCLIN RECEPTOR AGONIST, PLATELET AGGREGATION INHIBITOR",-0.23577739102544473,0.8151422208383313
WEE1 KINASE INHIBITOR,-0.23897595880235656,0.8123210869311408
NICOTINE METABOLITE,-0.23959789096587641,0.8116660645387151
VOLTAGE-GATED SODIUM CHANNEL MODULATOR,-0.2396612763066751,0.8117350426528014
"ACETYLCHOLINESTERASE INHIBITOR, MONOAMINE OXIDASE INHIBITOR",-0.24018386664435354,0.8117909833718008
THIOREDOXIN INHIBITOR,-0.24166565079894098,0.8101524868203737
11-BETA HYDROXYSTEROID DEHYDROGENASE INHIBITOR,-0.24313718159225295,0.8080949792572754
DELAYED VASOSPASM ANTAGONIST,-0.24450795457682084,0.8084085915041402
EXCIPIENT,-0.24720766024152796,0.8059330375165965
FATTY ACID BINDING PROTEIN INHIBITOR,-0.24796569692422982,0.8057625323870428
NIACINAMIDE PHOSPHORIBOSYLTRANSFERASE INHIBITOR,-0.24983938206497924,0.8041864240591783
BETA LACTAMASE INHIBITOR,-0.2506470788320199,0.8022112329325614
RAS GTPASE INHIBITOR,-0.25271701674906183,0.8008347378695508
"ESTROGEN RECEPTOR ANTAGONIST, PROGESTERONE RECEPTOR AGONIST",-0.253454448147469,0.8011595418756361
RSV FUSION INHIBITOR,-0.25472294108237453,0.7993156043803673
ANTITRYPANOSOMAL,-0.2554697029608572,0.7999383147505262
UROKINASE INHIBITOR,-0.2627893559034052,0.7931674506235061
MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE INHIBITOR,-0.266648370568534,0.7910933116823082
IMMUNOSUPPRESSANT,-0.2727788262162677,0.7852252163592879
THIAMINE UPTAKE BLOCKER,-0.2733233554012201,0.7859901441944486
ANTIRHEUMATIC DRUG,-0.2749141259103592,0.7852556447109641
PI3K INHIBITOR,-0.2771391427762629,0.7816998715515328
"GABA UPTAKE INHIBITOR, GAT INHIBITOR",-0.2791156106519424,0.781608472428585
TRICYCLIC ANTIDEPRESSANT,-0.2796662465442818,0.780350712942653
DISCOIDIN DOMAIN RECEPTOR INHIBITOR,-0.28183922963918173,0.779697799847059
DIURETIC,-0.28558683694332165,0.7753734746534521
TRPA1 CHANNEL BLOCKER,-0.2863218493053733,0.7760170047688522
"CHELATING AGENT, TOPOISOMERASE INHIBITOR",-0.28950383094654636,0.7739621195059591
ADENOSINE KINASE INHIBITOR,-0.2895331211488121,0.7729072122076449
ALDOSE REDUCTASE INHIBITOR,-0.2907321163624232,0.7713979906180222
EUKARYOTIC TRANSLATION INITIATION FACTOR INHIBITOR,-0.29092768281259185,0.7718815015499039
CONTRACEPTIVE AGENT,-0.2917134940050955,0.7709701635038241
"EGFR INHIBITOR, TYROSINE KINASE INHIBITOR",-0.2960877830898453,0.7683486532295019
CONSTITUTIVE ANDROSTANE RECEPTOR (CAR) AGONIST,-0.2961739665186483,0.7677699221680927
MRP INHIBITOR,-0.29686985527859305,0.7686617480961805
"DOPAMINE REUPTAKE INHIBITOR, DOPAMINE UPTAKE INHIBITOR",-0.2979492542168919,0.7660632890596202
RETINOID RECEPTOR AGONIST,-0.29873640475277413,0.7652168737265967
FARNESYLTRANSFERASE INHIBITOR,-0.30229029757900255,0.7626595619905818
"CHLORIDE CHANNEL BLOCKER, GAP JUNCTION MODULATOR, GLUTAMATE INHIBITOR",-0.30309285941140995,0.7633048497249668
RNA SYNTHESIS INHIBITOR,-0.3041954966766316,0.761333658435102
HELICASE PRIMASE INHIBITOR,-0.3103148031748607,0.7569771462937088
HEMOSTATIC AGENT,-0.31228933431769745,0.756827596957209
GLYCINE TRANSPORTER INHIBITOR,-0.31347861737420857,0.7552027374876245
OXIDOSQUALENE CYCLASE INHIBITOR,-0.31475706823260075,0.753829051154025
DEUBIQUITINASE INHIBITOR,-0.31478072286781006,0.7534171792203253
"11-BETA HYDROXYSTEROID DEHYDROGENASE INHIBITOR, FXR AGONIST",-0.31643608629134695,0.7524448612051455
POLARIZATION INHIBITOR,-0.3196161538779068,0.7516446699102712
"ANTITUMOR AGENT, RIBONUCLEOTIDE REDUCTASE INHIBITOR",-0.3203079238849605,0.7502418042031785
"SPHINGOSINE 1 PHOSPHATE RECEPTOR AGONIST, SPHINGOSINE 1-PHOSPHATE RECEPTOR AGONIST",-0.32363853154623634,0.7466868675521807
"BCR-ABL KINASE INHIBITOR, EPHRIN INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, SRC INHIBITOR, TYROSINE KINASE INHIBITOR",-0.3249956731068092,0.7473164322052707
BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,-0.332688252034457,0.739458807079741
MALT1 INHIBITOR (JH),-0.3340742728629051,0.7401814554206771
UBIQUITIN-CONJUGATING ENZYME INHIBITOR,-0.33530995790450163,0.7388666547588095
"BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR, BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR",-0.3353660353514151,0.7382240347055977
ANDROGEN BIOSYNTHESIS INHIBITOR,-0.33596865242951013,0.7374610917911895
"TUBULIN POLYMERIZATION INHIBITOR, VE-CADHERIN ANTAGONIST",-0.3408139385342955,0.7348698525928314
SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI),-0.3413675166354104,0.7333705020397702
"CFTR CHANNEL AGONIST, DYSTROPHIN STIMULANT",-0.34508840419931835,0.7315187081247727
C-MET INHIBITOR,-0.3456763499153386,0.7298185401745005
MUCUS PROTECTING AGENT,-0.34633981032374195,0.7295389742146875
"ANGIOGENESIS INHIBITOR, TUMOR NECROSIS FACTOR PRODUCTION INHIBITOR",-0.34800897517095847,0.7287347427773996
HCN CHANNEL BLOCKER,-0.3501993440091566,0.7270404932273938
DIHYDROPYRIMIDINE DEHYDROGENASE INHIBITOR,-0.3529253819155238,0.7261076433672171
CORTICOSTEROID AGONIST,-0.36398786722720095,0.7167478311986819
ICAM1 ANTAGONIST,-0.36681545786462044,0.7159248113423318
MUCIN PRODUCTION ENHANCER,-0.36841525563967026,0.7147158455511577
ENKEPHALINASE INHIBITOR,-0.37036559040972017,0.7119669087561454
GLUTAMATE INHIBITOR,-0.3704249710688129,0.7121011856344884
P53 STABILIZING AGENT,-0.3707725802370451,0.7130081182020656
CCR ANTAGONIST,-0.3767450359772192,0.7074368555864314
CONTRAST AGENT,-0.37769383374909626,0.7062639949423225
3BETA-HYDROXY-DELTA5-STEROID DEHYDROGENASE INHIBITOR,-0.37798852866248217,0.7075536448770408
STEROIDAL PROGESTIN,-0.37808957977096985,0.7077094096469243
IONOTROPIC GLUTAMATE RECEPTOR ANTAGONIST,-0.37893323478797897,0.7059317423251209
LOCAL ANESTHETIC,-0.38104822713440323,0.703260992265156
LEUCINE RICH REPEAT KINASE INHIBITOR,-0.3833352227484429,0.7020339124074249
"PPAR RECEPTOR ANTAGONIST, WNT SIGNALING INHIBITOR",-0.38425406095977566,0.7026123802519288
"BONE FORMATION STIMULANT, BONE RESORPTION INHIBITOR",-0.3842643266418971,0.7023107741121538
"CYTOKINE PRODUCTION INHIBITOR, P38 MAPK INHIBITOR",-0.38630669222003555,0.7021583063348993
"AROMATASE INHIBITOR, TRPV ANTAGONIST",-0.3963250833404511,0.6937484899694053
"DNA ALKYLATING AGENT, DNA INHIBITOR",-0.3966989252523093,0.69234564269458
SELECTIVE ESTROGEN RECEPTOR DESTABILIZER,-0.3970525900978357,0.6938389296979195
GLUCOKINASE ACTIVATOR,-0.4000932236468628,0.6894607861897004
BENZODIAZEPINE RECEPTOR AGONIST,-0.40052931630223787,0.6888259892176839
NGF BINDING INHIBITOR,-0.4020276914493409,0.6901255106712285
"LIM KINASE INHIBITOR, RHO ASSOCIATED KINASE INHIBITOR",-0.4055039718005049,0.6886039244357867
THYROTROPIN RELEASING HORMONE RECEPTOR AGONIST,-0.40567250581151254,0.6862062340616937
FATTY ACID SYNTHASE INHIBITOR,-0.4059424552868894,0.6853878980915193
VITAMIN B2,-0.4078389010509001,0.6855152519290304
MAP KINASE INHIBITOR,-0.4093229686988604,0.6824341326512787
SODIUM/CHLORIDE COTRANSPORTER INHIBITOR,-0.4103734609205866,0.6825703873954747
ORTHOPOXVIRUS EGRESS INHIBITOR,-0.41055603156347015,0.6830754708307336
"SIGMA RECEPTOR AGONIST, SIGMA RECEPTOR ANTAGONIST",-0.4116568809315081,0.6832988711755748
BRONCHODILATOR,-0.4131645440608955,0.6802579305051071
